i27542392x,c22834175,0738-7563,PB1014592,video networks,
i275426208,c21926451,0300-7472,PB1011436,afterimage,
i27543235x,c1740910x,0199-7300 1,PB1008416,the film journal,
i27608908x,c24884753,0195-6051 0195-6051 0047-2719 1,PB1009766,the journal of popular film and television,
i275472036,c24499390,0360-3695 0885-1107,PB1012549,film & history,
i275476728,c24501402,0306-7661 0306-7661,PB1013405,framework,
i27547723x,c2450144x,0015-1610 0015-1610 1,PB1013309,filmmakers newsletter,
i275433055,c1740910x,0199-7300 1,PB1008486,the film journal,
i27542361x,c22834175,0738-7563,PB1014561,video networks,
i275454903,c24358563,0037-4830,PB1011271,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275422690,c14643856,0015-1327 0160-7316,PB1012837,film library quarterly,
i27546720x,c24497320,0006-8527 0006-8527 1,PB1012057,box office,
i275470866,c24498361,0743-4545 0743-4545 1,PB1012591,film and video makers travel sheet,
i283001082,c24364617,0008-011X 0757-8075,PB1016047,cahiers du cinéma,
i275422525,c14643856,0015-1327 0160-7316,PB1012820,film library quarterly,
i275427006,c21926451,0300-7472,PB1009233,afterimage,
i275484154,c24501840,0885-5021 0885-5021 1,PB1014263,movietone news,
i275466553,c24497307,0158-4154 0158-4154,PB1012150,cantrill's filmnotes,
i275467971,c2449737x,0826-9866,PB1012214,cineaction!,
i275485572,c24501955,1079-6851 1079-6851 1,PB1014407,scenario,"Scenario (New York, N.Y.)"
i275460253,c24373679,0045-1150,PB1010847,l'avant-scène cinéma,
i275460526,c24373679,0045-1150,PB1010874,l'avant-scène cinéma,
i275442093,c24884753,0195-6051 0195-6051 0047-2719 1,PB1009104,the journal of popular film and television,
i275456419,c24364617,0008-011X 0757-8075,PB1010455,cahiers du cinéma,
i275439537,c22709022,1077-8918 1077-8918 0731-5198 1,PB1009803,the independent film & video monthly,
i275439823,c21349447,0731-5198,PB1013591,the independent,"Independent (New York, N.Y. : 1978)"
i275441672,c17414477,1077-9361 0742-533 0742-5333 1,PB1008965,international documentary,
i275481475,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013965,main,"MAIN (Oakland, Calif.)"
i275441921,c14687197,0047-2719 0047-2719 1,PB1007493,the journal of popular film,
i275456730,c24364617,0008-011X 0757-8075,PB1010544,cahiers du cinéma,
i275439793,c21349447,0731-5198,PB1013588-,the independent,"Independent (New York, N.Y. : 1978)"
i275463692,c24373643,0894-9263 0894-9263 1,PB1011023,premiere,"Premiere (New York, N.Y. : 1987)"
i275458957,c24373667,0048-4911 0048-4911 z,PB1010707,positif,
i27542683x,c21926451,0300-7472,PB1009216,afterimage,
i275455294,c24358563,0037-4830,PB1011310,sightlines,"Sightlines (New York, N.Y. : 1967)"
i275456080,c24364617,0008-011X 0757-8075,PB1010518,cahiers du cinéma,
i275461695,c24373679,0045-1150,PB1010916,l'avant-scène cinéma,
i275461129,c24373679,0045-1150,PB1011693,l'avant-scène cinéma,
i275423360,c22834175,0738-7563,PB1014536,video networks,
i275471093,c24498361,0743-4545 0743-4545 1,PB1012614,film and video makers travel sheet,
i275440783,c17414477,1077-9361 0742-533 0742-5333 1,PB1008091,international documentary,
i275481384,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013851,main,"MAIN (Oakland, Calif.)"
i275439161,c22709022,1077-8918 1077-8918 0731-5198 1,PB1012050,the independent film & video monthly,
i275469177,c24497460,0009-7071 0009-7071 4,PB1012303,cinema canada,
i275459196,c24373667,0048-4911 0048-4911 z,PB1010731,positif,
i275461348,c24373679,0045-1150,PB1011699,l'avant-scène cinéma,
i275488433,c24502765,1044-7288 1044-7288 0147-8907 1,PB1014864,video magazine,"Video magazine (New York, N.Y.)"
i275440254,c21349447,0731-5198,PB1013634,the independent,"Independent (New York, N.Y. : 1978)"
i275474574,c24500380,0015-1025 0015-1025 z,PB1013041,film,"Film (London, England : 1954)"
i275467405,c24497320,0006-8527 0006-8527 1,PB1012077,box office,
i275452141,c24357571,0019-3712 0019-3712 1,PB1014220,the independent film journal,
i275457424,c24364617,0008-011X 0757-8075,PB1010160,cahiers du cinéma,
i275451148,c24357571,0019-3712 0019-3712 1,PB1014120,the independent film journal,
i275473685,c24500331,0311-3639 0311-3639,PB1012963,cinema papers,
i275478609,c24501499,0194-4339 0194-4339 1,PB1013162,filmmakers,
i275459779,c24373667,0048-4911 0048-4911 z,PB1010791,positif,
i275440333,c21349447,0731-5198,PB1013642,the independent,"Independent (New York, N.Y. : 1978)"
i275450363,c24357571,0019-3712 0019-3712 1,PB1009405,the independent film journal,
i275450818,c24357571,0019-3712 0019-3712 1,PB1014087,the independent film journal,
i275446955,c16330274,0036-9543 0036-9546 z,PB1009358,screen,"Screen (London, England)"
i275460915,c24373679,0045-1150,PB1011672,l'avant-scène cinéma,
i275487064,c24502571,0306-0691,PB1014471,screen education,Screen education (1974)
i275473247,c24500331,0311-3639 0311-3639,PB1012768,cinema papers,
i275470052,c24498294,1049-0434 1049-0434 1,PB1012448,entertainment weekly,
i275482121,c24501785,0025-6897 0025-6897 1,PB1013955,media and methods,
i275483836,c24501840,0885-5021 0885-5021 1,PB1014231,movietone news,
i275483290,c24501839,0164-9655 0164-9655 1,PB1013996,millimeter,
i275483526,c24501839,0164-9655 0164-9655 1,PB1014019,millimeter,
i275422203,c22828242,0039-9132,PB1010295,take one,
i275470660,c24498361,0743-4545 0743-4545 1,PB1012571,film and video makers travel sheet,
i275441313,c17414477,1077-9361 0742-533 0742-5333 1,PB1008145,international documentary,
i275475359,c24500380,0015-1025 0015-1025 z,PB1013119,film,"Film (London, England : 1954)"
i275431927,c1740910x,0199-7300 1,PB1008372,the film journal,
i275463540,c24373643,0894-9263 0894-9263 1,PB1011008,premiere,"Premiere (New York, N.Y. : 1987)"
i275483745,c24501839,0164-9655 0164-9655 1,PB1014041,millimeter,
i275440801,c17414477,1077-9361 0742-533 0742-5333 1,PB1008093,international documentary,
i275462110,c24373679,0045-1150,PB1010958,l'avant-scène cinéma,
i275433298,c1740910x,0199-7300 1,PB1008510,the film journal,
i275440679,c21349447,0731-5198,PB1013676,the independent,"Independent (New York, N.Y. : 1978)"
i27546197x,c24373679,0045-1150,PB1010944,l'avant-scène cinéma,
i275451823,c24357571,0019-3712 0019-3712 1,PB1014188,the independent film journal,
i276094244,c24884753,0195-6051 0195-6051 0047-2719 1,PB1015841,the journal of popular film and television,
i275466966,c24497307,0158-4154 0158-4154,PB1012191,cantrill's filmnotes,
i275453042,c24357613,0027-0407,PB1010234,monthly film bulletin,
i27547365x,c24500331,0311-3639 0311-3639,PB1012960,cinema papers,
i275471871,c24499390,0360-3695 0885-1107,PB1012533,film & history,
i275463448,c24373643,0894-9263 0894-9263 1,PB1010998,premiere,"Premiere (New York, N.Y. : 1987)"
i275423554,c22834175,0738-7563,PB1014555,video networks,
i275442664,c17212534,0277-9897,PB1009169,post script,"Post script (Jacksonville, Fla.)"
i275463229,c24373643,0894-9263 0894-9263 1,PB1010913,premiere,"Premiere (New York, N.Y. : 1987)"
i275466619,c24497307,0158-4154 0158-4154,PB1012156,cantrill's filmnotes,
i275480240,c24501670,0751-7033,PB1013735,iris,Collection  Iris  (Plon (Firm))
i275478671,c24501499,0194-4339 0194-4339 1,PB1013169,filmmakers,
i275432166,c1740910x,0199-7300 1,PB1008396,the film journal,
i275459949,c24373679,0045-1150,PB1010817,l'avant-scène cinéma,
i275453662,c24358617,0090-4260,PB1010124,literature film quarterly,
i27548421x,c24501840,0885-5021 0885-5021 1,PB1014269,movietone news,
i275439677,c21349447,0731-5198,PB1013576,the independent,"Independent (New York, N.Y. : 1978)"
i275457631,c24366675,0198-1056 1,PB1010604,cinefex,
i275469074,c24497460,0009-7071 0009-7071 4,PB1012293,cinema canada,
i275486928,c24502571,0306-0691,PB1014457,screen education,Screen education (1974)
i27546569x,c24495724,1041-617X 1,PB1011902,animation magazine,
i275481049,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013815,main,"MAIN (Oakland, Calif.)"
i27542540x,c17398411,0261-4472,PB1011331,afterimage,"Afterimage (London, England)"
i275485031,c2450192x,1050-9208 0146-0013 z,PB1014616,quarterly review of film and video,
i275460757,c24373679,0045-1150,PB1011654,l'avant-scène cinéma,
i27545177x,c24357571,0019-3712 0019-3712 1,PB1014183,the independent film journal,
i275477824,c2450144x,0015-1610 0015-1610 1,PB1013260,filmmakers newsletter,
i275447042,c16330274,0036-9543 0036-9546 z,PB1013220,screen,"Screen (London, England)"
i275469347,c24497460,0009-7071 0009-7071 4,PB1012385,cinema canada,
i275461592,c24373679,0045-1150,PB1011724,l'avant-scène cinéma,
i275465871,c24495724,1041-617X 1,PB1011920,animation magazine,
i275473016,c24500331,0311-3639 0311-3639,PB1012745,cinema papers,
i275477927,c2450144x,0015-1610 0015-1610 1,PB1013270,filmmakers newsletter,
i275478476,c24501499,0194-4339 0194-4339 1,PB1013150,filmmakers,
i275459561,c24373667,0048-4911 0048-4911 z,PB1010768,positif,
i275438181,c22709022,1077-8918 1077-8918 0731-5198 1,PB1012024,the independent film & video monthly,
i275458167,c24373667,0048-4911 0048-4911 z,PB1010627,positif,
i27545938x,c24373667,0048-4911 0048-4911 z,PB1010750,positif,
i275456274,c24364617,0008-011X 0757-8075,PB1010441,cahiers du cinéma,
i275451550,c24357571,0019-3712 0019-3712 1,PB1014161,the independent film journal,
i275458386,c24373667,0048-4911 0048-4911 z,PB1010649,positif,
i275478294,c24501487,1063-8954 1063-8954 1,PB1013130,filmmaker,
i275476522,c24501360,0015-5128,PB1013385,focus on film,
i275471512,c24498361,0743-4545 0743-4545 1,PB1012656,film and video makers travel sheet,
i275438454,c22709022,1077-8918 1077-8918 0731-5198 1,PB1013696,the independent film & video monthly,
i275423633,c22834175,0738-7563,PB1014563,video networks,
i275477216,c2450144x,0015-1610 0015-1610 1,PB1013307,filmmakers newsletter,
i27548399x,c24501840,0885-5021 0885-5021 1,PB1014247,movietone news,
i275426221,c21926451,0300-7472,PB1011438,afterimage,
i275452955,c24357613,0027-0407,PB1010225,monthly film bulletin,
i275476297,c24501360,0015-5128,PB1013362,focus on film,
i275483198,c24501839,0164-9655 0164-9655 1,PB1013986,millimeter,
i275438235,c22709022,1077-8918 1077-8918 0731-5198 1,PB1012029,the independent film & video monthly,
i275450600,c24357571,0019-3712 0019-3712 1,PB1014066,the independent film journal,
i275438983,c22709022,1077-8918 1077-8918 0731-5198 1,PB1008925,the independent film & video monthly,
i275469013,c24497460,0009-7071 0009-7071 4,PB1012287,cinema canada,
i275423943,c22834175,0738-7563,PB1014594,video networks,
i275432373,c1740910x,0199-7300 1,PB1008418,the film journal,
i275457382,c24364617,0008-011X 0757-8075,PB1010554,cahiers du cinéma,
i275460964,c24373679,0045-1150,PB1011677,l'avant-scène cinéma,
i275470842,c24498361,0743-4545 0743-4545 1,PB1012589,film and video makers travel sheet,
i275427067,c21926451,0300-7472,PB1009239,afterimage,
i27545647x,c24364617,0008-011X 0757-8075,PB1010461,cahiers du cinéma,
i275422549,c14643856,0015-1327 0160-7316,PB1012822,film library quarterly,
i275466577,c24497307,0158-4154 0158-4154,PB1012152,cantrill's filmnotes,
i275423499,c22834175,0738-7563,PB1014549,video networks,
i275433171,c1740910x,0199-7300 1,PB1008498,the film journal,
i275484178,c24501840,0885-5021 0885-5021 1,PB1014265,movietone news,
i275460502,c24373679,0045-1150,PB1010872,l'avant-scène cinéma,
i275467223,c24497320,0006-8527 0006-8527 1,PB1012059,box office,
i275425794,c21926451,0300-7472,PB1011395,afterimage,
i275470593,c24498361,0743-4545 0743-4545 1,PB1012563,film and video makers travel sheet,
i275441696,c17414477,1077-9361 0742-533 0742-5333 1,PB1008977,international documentary,
i275455920,c24364617,0008-011X 0757-8075,PB1010502,cahiers du cinéma,
i275475177,c24500380,0015-1025 0015-1025 z,PB1013101,film,"Film (London, England : 1954)"
i275456717,c24364617,0008-011X 0757-8075,PB1010542,cahiers du cinéma,
i275460010,c24373679,0045-1150,PB1010824,l'avant-scène cinéma,
i27547107x,c24498361,0743-4545 0743-4545 1,PB1012612,film and video makers travel sheet,
i275468756,c24497447,1027-5991 1027-5991,PB1012100,blimp,"Blimp (Graz, Austria)"
i275472991,c24500331,0311-3639 0311-3639,PB1012743,cinema papers,
i275469487,c24497460,0009-7071 0009-7071 4,PB1012399,cinema canada,
i275461105,c24373679,0045-1150,PB1011691,l'avant-scène cinéma,
i275426816,c21926451,0300-7472,PB1009214,afterimage,
i275481451,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013963,main,"MAIN (Oakland, Calif.)"
i275481906,c24501785,0025-6897 0025-6897 1,PB1013888,media and methods,
i275478592,c24501499,0194-4339 0194-4339 1,PB1013161,filmmakers,
i275461361,c24373679,0045-1150,PB1011701,l'avant-scène cinéma,
i275440278,c21349447,0731-5198,PB1013636,the independent,"Independent (New York, N.Y. : 1978)"
i275459172,c24373667,0048-4911 0048-4911 z,PB1010729,positif,
i275439112,c22709022,1077-8918 1077-8918 0731-5198 1,PB1008936,the independent film & video monthly,
i27544031x,c21349447,0731-5198,PB1013640,the independent,"Independent (New York, N.Y. : 1978)"
i275457400,c24364617,0008-011X 0757-8075,PB1010556,cahiers du cinéma,
i275452165,c24357571,0019-3712 0019-3712 1,PB1014222,the independent film journal,
i275451124,c24357571,0019-3712 0019-3712 1,PB1014118,the independent film journal,
i27543297x,c1740910x,0199-7300 1,PB1008478,the film journal,
i27547804x,c2450144x,0015-1610 0015-1610 1,PB1013282,filmmakers newsletter,
i275450831,c24357571,0019-3712 0019-3712 1,PB1014089,the independent film journal,
i275459718,c24373667,0048-4911 0048-4911 z,PB1010785,positif,
i27548841x,c24502765,1044-7288 1044-7288 0147-8907 1,PB1014862,video magazine,"Video magazine (New York, N.Y.)"
i275469153,c24497460,0009-7071 0009-7071 4,PB1012301,cinema canada,
i275478336,c24501487,1063-8954 1063-8954 1,PB1013134,filmmaker,
i275487088,c24502571,0306-0691,PB1014473,screen education,Screen education (1974)
i275473223,c24500331,0311-3639 0311-3639,PB1012766,cinema papers,
i275478622,c24501499,0194-4339 0194-4339 1,PB1013164,filmmakers,
i275482108,c24501785,0025-6897 0025-6897 1,PB1013953,media and methods,
i275484294,c24501840,0885-5021 0885-5021 1,PB1014277,movietone news,
i275422227,c22828242,0039-9132,PB1010297,take one,
i275458441,c24373667,0048-4911 0048-4911 z,PB1010655,positif,
i275462286,c24373679,0045-1150,PB1010975,l'avant-scène cinéma,
i275431940,c1740910x,0199-7300 1,PB1008374,the film journal,
i275440862,c17414477,1077-9361 0742-533 0742-5333 1,PB1008099,international documentary,
i275480884,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013799,main,"MAIN (Oakland, Calif.)"
i275441192,c17414477,1077-9361 0742-533 0742-5333 1,PB1008134,international documentary,
i275423797,c22834175,0738-7563,PB1014579,video networks,
i275462134,c24373679,0045-1150,PB1010960,l'avant-scène cinéma,
i275472176,c24499419,0163-5069 0163-5069 1,PB1012490,film criticism,
i275483502,c24501839,0164-9655 0164-9655 1,PB1014017,millimeter,
i275476881,c24501426,1083-5369 1083-5369 1,PB1013348,films of the golden age,
i27543249x,c1740910x,0199-7300 1,PB1008430,the film journal,
i275440710,c21349447,0731-5198,PB1013680,the independent,"Independent (New York, N.Y. : 1978)"
i275463424,c24373643,0894-9263 0894-9263 1,PB1010996,premiere,"Premiere (New York, N.Y. : 1987)"
i275466905,c24497307,0158-4154 0158-4154,PB1012185,cantrill's filmnotes,
i275474823,c24500380,0015-1025 0015-1025 z,PB1013066,film,"Film (London, England : 1954)"
i275471858,c24499390,0360-3695 0885-1107,PB1012531,film & history,
i275467508,c24497320,0006-8527 0006-8527 1,PB1012087,box office,
i275442640,c17212534,0277-9897,PB1009167,post script,"Post script (Jacksonville, Fla.)"
i275461956,c24373679,0045-1150,PB1010942,l'avant-scène cinéma,
i275483769,c24501840,0885-5021 0885-5021 1,PB1014224,movietone news,
i275441738,c17414477,1077-9361 0742-533 0742-5333 1,PB1008973,international documentary,
i275439471,c22709022,1077-8918 1077-8918 0731-5198 1,PB1009797,the independent film & video monthly,
i275483757,c24501840,0885-5021 0885-5021 1,PB1014223,movietone news,
i275466632,c24497307,0158-4154 0158-4154,PB1012158,cantrill's filmnotes,
i275484233,c24501840,0885-5021 0885-5021 1,PB1014271,movietone news,
i275432142,c1740910x,0199-7300 1,PB1008394,the film journal,
i275459925,c24373679,0045-1150,PB1010815,l'avant-scène cinéma,
i275439616,c21349447,0731-5198,PB1013570,the independent,"Independent (New York, N.Y. : 1978)"
i275440485,c21349447,0731-5198,PB1013657,the independent,"Independent (New York, N.Y. : 1978)"
i275460198,c24373679,0045-1150,PB1010842,l'avant-scène cinéma,
i275457655,c24366675,0198-1056 1,PB1010172,cinefex,
i275486904,c24502571,0306-0691,PB1014455,screen education,Screen education (1974)
i275438715,c22709022,1077-8918 1077-8918 0731-5198 1,PB1013721,the independent film & video monthly,
i27547303x,c24500331,0311-3639 0311-3639,PB1012747,cinema papers,
i275481025,c24501748,1527-0599 1527-0599 0889-8928 1,PB1013813,main,"MAIN (Oakland, Calif.)"
i275485018,c2450192x,1050-9208 0146-0013 z,PB1014614,quarterly review of film and video,
i275469815,c24498282,0145-6032 1,PB1012416,cinefantastique,
i275469360,c24497460,0009-7071 0009-7071 4,PB1012387,cinema canada,
i275447066,c16330274,0036-9543 0036-9546 z,PB1013222,screen,"Screen (London, England)"
i275477848,c2450144x,0015-1610 0015-1610 1,PB1013262,filmmakers newsletter,
